Zip Code,Territory,Color
94019,Territory A,Red
94020,Territory A,Red
94021,Territory A,Red
94022,Territory A,Red
94023,Territory A,Red
94024,Territory A,Red
94025,Territory A,Red
94026,Territory A,Red
94027,Territory A,Red
94028,Territory A,Red
94030,Territory A,Red
94035,Territory A,Red
94037,Territory A,Red
94038,Territory A,Red
94039,Territory A,Red
94040,Territory A,Red
94041,Territory A,Red
94042,Territory A,Red
94043,Territory A,Red
94044,Territory A,Red
94060,Territory A,Red
94061,Territory A,Red
94062,Territory A,Red
94063,Territory A,Red
94064,Territory A,Red
94065,Territory A,Red
94066,Territory A,Red
94070,Territory A,Red
94074,Territory A,Red
94080,Territory A,Red
94085,Territory A,Red
94086,Territory A,Red
94087,Territory A,Red
94088,Territory A,Red
94089,Territory A,Red
94102,Territory A,Red
94103,Territory A,Red
94104,Territory A,Red
94105,Territory A,Red
94107,Territory A,Red
94108,Territory A,Red
94109,Territory A,Red
94110,Territory A,Red
94111,Territory A,Red
94112,Territory A,Red
94114,Territory A,Red
94115,Territory A,Red
94116,Territory A,Red
94117,Territory A,Red
94118,Territory A,Red
94119,Territory A,Red
94121,Territory A,Red
94122,Territory A,Red
94123,Territory A,Red
94124,Territory A,Red
94127,Territory A,Red
94128,Territory A,Red
94129,Territory A,Red
94130,Territory A,Red
94131,Territory A,Red
94132,Territory A,Red
94133,Territory A,Red
94134,Territory A,Red
94137,Territory A,Red
94139,Territory A,Red
94141,Territory A,Red
94142,Territory A,Red
94143,Territory A,Red
94144,Territory A,Red
94145,Territory A,Red
94151,Territory A,Red
94158,Territory A,Red
94160,Territory A,Red
94161,Territory A,Red
94163,Territory A,Red
94177,Territory A,Red
94203,Territory A,Red
94204,Territory A,Red
94206,Territory A,Red
94207,Territory A,Red
94208,Territory A,Red
94209,Territory A,Red
94211,Territory A,Red
94229,Territory A,Red
94230,Territory A,Red
94232,Territory A,Red
94234,Territory A,Red
94235,Territory A,Red
94236,Territory A,Red
94237,Territory A,Red
94239,Territory A,Red
94240,Territory A,Red
94244,Territory A,Red
94245,Territory A,Red
94247,Territory A,Red
94248,Territory A,Red
94249,Territory A,Red
94250,Territory A,Red
94252,Territory A,Red
94254,Territory A,Red
94256,Territory A,Red
94257,Territory A,Red
94258,Territory A,Red
94259,Territory A,Red
94261,Territory A,Red
94262,Territory A,Red
94263,Territory A,Red
94267,Territory A,Red
94268,Territory A,Red
94269,Territory A,Red
94271,Territory A,Red
94273,Territory A,Red
94274,Territory A,Red
94277,Territory A,Red
94278,Territory A,Red
94279,Territory A,Red
94280,Territory A,Red
94282,Territory A,Red
94283,Territory A,Red
94284,Territory A,Red
94285,Territory A,Red
94287,Territory A,Red
94288,Territory A,Red
94289,Territory A,Red
94290,Territory A,Red
94291,Territory A,Red
94293,Territory A,Red
94294,Territory A,Red
94295,Territory A,Red
94296,Territory A,Red
94297,Territory A,Red
94298,Territory A,Red
94299,Territory A,Red
94301,Territory A,Red
94302,Territory A,Red
94303,Territory A,Red
94304,Territory A,Red
94305,Territory A,Red
94306,Territory A,Red
94309,Territory A,Red
94401,Territory A,Red
94402,Territory A,Red
94403,Territory A,Red
94404,Territory A,Red
94497,Territory A,Red
94501,Territory A,Red
94502,Territory A,Red
94503,Territory A,Red
94505,Territory A,Red
94506,Territory A,Red
94507,Territory A,Red
94508,Territory A,Red
94509,Territory A,Red
94510,Territory A,Red
94511,Territory A,Red
94512,Territory A,Red
94513,Territory A,Red
94514,Territory A,Red
94515,Territory A,Red
94516,Territory A,Red
94517,Territory A,Red
94518,Territory A,Red
94519,Territory A,Red
94520,Territory A,Red
94521,Territory A,Red
94522,Territory A,Red
94523,Territory A,Red
94524,Territory A,Red
94525,Territory A,Red
94526,Territory A,Red
94528,Territory A,Red
94529,Territory A,Red
94530,Territory A,Red
94531,Territory A,Red
94533,Territory A,Red
94534,Territory A,Red
94535,Territory A,Red
94536,Territory A,Red
94537,Territory A,Red
94538,Territory A,Red
94539,Territory A,Red
94540,Territory A,Red
94541,Territory A,Red
94542,Territory A,Red
94543,Territory A,Red
94544,Territory A,Red
94545,Territory A,Red
94546,Territory A,Red
94547,Territory A,Red
94548,Territory A,Red
94549,Territory A,Red
94550,Territory A,Red
94551,Territory A,Red
94552,Territory A,Red
94553,Territory A,Red
94555,Territory A,Red
94556,Territory A,Red
94557,Territory A,Red
94558,Territory A,Red
94559,Territory A,Red
94560,Territory A,Red
94561,Territory A,Red
94562,Territory A,Red
94563,Territory A,Red
94564,Territory A,Red
94565,Territory A,Red
94566,Territory A,Red
94567,Territory A,Red
94568,Territory A,Red
94569,Territory A,Red
94570,Territory A,Red
94571,Territory A,Red
94572,Territory A,Red
94573,Territory A,Red
94574,Territory A,Red
94575,Territory A,Red
94576,Territory A,Red
94577,Territory A,Red
94578,Territory A,Red
94579,Territory A,Red
94580,Territory A,Red
94581,Territory A,Red
94582,Territory A,Red
94583,Territory A,Red
94585,Territory A,Red
94586,Territory A,Red
94587,Territory A,Red
94588,Territory A,Red
94589,Territory A,Red
94590,Territory A,Red
94591,Territory A,Red
94592,Territory A,Red
94595,Territory A,Red
94596,Territory A,Red
94597,Territory A,Red
94598,Territory A,Red
94599,Territory A,Red
94601,Territory A,Red
94602,Territory A,Red
94603,Territory A,Red
94604,Territory A,Red
94605,Territory A,Red
94606,Territory A,Red
94607,Territory A,Red
94608,Territory A,Red
94609,Territory A,Red
94610,Territory A,Red
94611,Territory A,Red
94612,Territory A,Red
94613,Territory A,Red
94614,Territory A,Red
94615,Territory A,Red
94617,Territory A,Red
94618,Territory A,Red
94619,Territory A,Red
94621,Territory A,Red
94623,Territory A,Red
94649,Territory A,Red
94659,Territory A,Red
94660,Territory A,Red
94666,Territory A,Red
94702,Territory A,Red
94703,Territory A,Red
94704,Territory A,Red
94705,Territory A,Red
94706,Territory A,Red
94707,Territory A,Red
94708,Territory A,Red
94709,Territory A,Red
94710,Territory A,Red
94720,Territory A,Red
94801,Territory A,Red
94802,Territory A,Red
94803,Territory A,Red
94804,Territory A,Red
94805,Territory A,Red
94806,Territory A,Red
94850,Territory A,Red
94901,Territory A,Red
94903,Territory A,Red
94904,Territory A,Red
94912,Territory A,Red
94913,Territory A,Red
94915,Territory A,Red
94920,Territory A,Red
94922,Territory A,Red
94923,Territory A,Red
94924,Territory A,Red
94925,Territory A,Red
94926,Territory A,Red
94927,Territory A,Red
94928,Territory A,Red
94929,Territory A,Red
94930,Territory A,Red
94931,Territory A,Red
94933,Territory A,Red
94937,Territory A,Red
94938,Territory A,Red
94939,Territory A,Red
94940,Territory A,Red
94941,Territory A,Red
94945,Territory A,Red
94946,Territory A,Red
94947,Territory A,Red
94948,Territory A,Red
94949,Territory A,Red
94950,Territory A,Red
94951,Territory A,Red
94952,Territory A,Red
94953,Territory A,Red
94954,Territory A,Red
94955,Territory A,Red
94956,Territory A,Red
94957,Territory A,Red
94960,Territory A,Red
94963,Territory A,Red
94964,Territory A,Red
94965,Territory A,Red
94970,Territory A,Red
94971,Territory A,Red
94972,Territory A,Red
94973,Territory A,Red
94974,Territory A,Red
94975,Territory A,Red
94998,Territory A,Red
94999,Territory A,Red
95001,Territory A,Red
95002,Territory A,Red
95003,Territory A,Red
95004,Territory A,Red
95005,Territory A,Red
95006,Territory A,Red
95007,Territory A,Red
95008,Territory A,Red
95009,Territory A,Red
95010,Territory A,Red
95012,Territory A,Red
95013,Territory A,Red
95014,Territory A,Red
95015,Territory A,Red
95017,Territory A,Red
95018,Territory A,Red
95019,Territory A,Red
95020,Territory A,Red
95021,Territory A,Red
95023,Territory A,Red
95024,Territory A,Red
95026,Territory A,Red
95030,Territory A,Red
95031,Territory A,Red
95032,Territory A,Red
95033,Territory A,Red
95035,Territory A,Red
95036,Territory A,Red
95037,Territory A,Red
95038,Territory A,Red
95039,Territory A,Red
95041,Territory A,Red
95043,Territory A,Red
95044,Territory A,Red
95045,Territory A,Red
95046,Territory A,Red
95050,Territory A,Red
95051,Territory A,Red
95052,Territory A,Red
95053,Territory A,Red
95054,Territory A,Red
95055,Territory A,Red
95056,Territory A,Red
95060,Territory A,Red
95061,Territory A,Red
95062,Territory A,Red
95063,Territory A,Red
95064,Territory A,Red
95065,Territory A,Red
95066,Territory A,Red
95067,Territory A,Red
95070,Territory A,Red
95071,Territory A,Red
95073,Territory A,Red
95075,Territory A,Red
95076,Territory A,Red
95077,Territory A,Red
95101,Territory A,Red
95106,Territory A,Red
95109,Territory A,Red
95110,Territory A,Red
95111,Territory A,Red
95112,Territory A,Red
95113,Territory A,Red
95115,Territory A,Red
95116,Territory A,Red
95117,Territory A,Red
95118,Territory A,Red
95119,Territory A,Red
95120,Territory A,Red
95121,Territory A,Red
95122,Territory A,Red
95123,Territory A,Red
95124,Territory A,Red
95125,Territory A,Red
95126,Territory A,Red
95127,Territory A,Red
95128,Territory A,Red
95129,Territory A,Red
95130,Territory A,Red
95131,Territory A,Red
95132,Territory A,Red
95133,Territory A,Red
95134,Territory A,Red
95135,Territory A,Red
95136,Territory A,Red
95138,Territory A,Red
95139,Territory A,Red
95140,Territory A,Red
95141,Territory A,Red
95148,Territory A,Red
95153,Territory A,Red
95158,Territory A,Red
95161,Territory A,Red
95190,Territory A,Red
95191,Territory A,Red
95192,Territory A,Red
95193,Territory A,Red
95194,Territory A,Red
95196,Territory A,Red
95201,Territory A,Red
95202,Territory A,Red
95203,Territory A,Red
95204,Territory A,Red
95205,Territory A,Red
95206,Territory A,Red
95207,Territory A,Red
95208,Territory A,Red
95209,Territory A,Red
95210,Territory A,Red
95211,Territory A,Red
95212,Territory A,Red
95213,Territory A,Red
95215,Territory A,Red
95219,Territory A,Red
95220,Territory A,Red
95221,Territory A,Red
95222,Territory A,Red
95223,Territory A,Red
95224,Territory A,Red
95225,Territory A,Red
95226,Territory A,Red
95227,Territory A,Red
95228,Territory A,Red
95229,Territory A,Red
95230,Territory A,Red
95231,Territory A,Red
95232,Territory A,Red
95233,Territory A,Red
95234,Territory A,Red
95236,Territory A,Red
95237,Territory A,Red
95240,Territory A,Red
95241,Territory A,Red
95242,Territory A,Red
95245,Territory A,Red
95246,Territory A,Red
95247,Territory A,Red
95248,Territory A,Red
95249,Territory A,Red
95251,Territory A,Red
95252,Territory A,Red
95253,Territory A,Red
95254,Territory A,Red
95255,Territory A,Red
95257,Territory A,Red
95258,Territory A,Red
95267,Territory A,Red
95269,Territory A,Red
95296,Territory A,Red
95297,Territory A,Red
95301,Territory A,Red
95303,Territory A,Red
95304,Territory A,Red
95305,Territory A,Red
95306,Territory A,Red
95307,Territory A,Red
95309,Territory A,Red
95310,Territory A,Red
95311,Territory A,Red
95312,Territory A,Red
95313,Territory A,Red
95315,Territory A,Red
95316,Territory A,Red
95317,Territory A,Red
95318,Territory A,Red
95319,Territory A,Red
95320,Territory A,Red
95321,Territory A,Red
95322,Territory A,Red
95323,Territory A,Red
95324,Territory A,Red
95325,Territory A,Red
95326,Territory A,Red
95327,Territory A,Red
95328,Territory A,Red
95329,Territory A,Red
95330,Territory A,Red
95333,Territory A,Red
95334,Territory A,Red
95335,Territory A,Red
95336,Territory A,Red
95337,Territory A,Red
95338,Territory A,Red
95340,Territory A,Red
95341,Territory A,Red
95343,Territory A,Red
95344,Territory A,Red
95345,Territory A,Red
95346,Territory A,Red
95347,Territory A,Red
95348,Territory A,Red
95350,Territory A,Red
95351,Territory A,Red
95352,Territory A,Red
95353,Territory A,Red
95354,Territory A,Red
95355,Territory A,Red
95356,Territory A,Red
95357,Territory A,Red
95358,Territory A,Red
95360,Territory A,Red
95361,Territory A,Red
95363,Territory A,Red
95364,Territory A,Red
95365,Territory A,Red
95366,Territory A,Red
95367,Territory A,Red
95368,Territory A,Red
95369,Territory A,Red
95370,Territory A,Red
95372,Territory A,Red
95373,Territory A,Red
95374,Territory A,Red
95375,Territory A,Red
95376,Territory A,Red
95377,Territory A,Red
95378,Territory A,Red
95379,Territory A,Red
95380,Territory A,Red
95381,Territory A,Red
95382,Territory A,Red
95383,Territory A,Red
95385,Territory A,Red
95386,Territory A,Red
95387,Territory A,Red
95388,Territory A,Red
95389,Territory A,Red
95391,Territory A,Red
95397,Territory A,Red
95401,Territory A,Red
95402,Territory A,Red
95403,Territory A,Red
95404,Territory A,Red
95405,Territory A,Red
95406,Territory A,Red
95407,Territory A,Red
95409,Territory A,Red
95410,Territory A,Red
95412,Territory A,Red
95415,Territory A,Red
95416,Territory A,Red
95417,Territory A,Red
95418,Territory A,Red
95419,Territory A,Red
95420,Territory A,Red
95421,Territory A,Red
95422,Territory A,Red
95423,Territory A,Red
95424,Territory A,Red
95425,Territory A,Red
95426,Territory A,Red
95427,Territory A,Red
95428,Territory A,Red
95429,Territory A,Red
95430,Territory A,Red
95431,Territory A,Red
95432,Territory A,Red
95433,Territory A,Red
95435,Territory A,Red
95436,Territory A,Red
95437,Territory A,Red
95439,Territory A,Red
95441,Territory A,Red
95442,Territory A,Red
95443,Territory A,Red
95444,Territory A,Red
95445,Territory A,Red
95446,Territory A,Red
95448,Territory A,Red
95449,Territory A,Red
95450,Territory A,Red
95451,Territory A,Red
95452,Territory A,Red
95453,Territory A,Red
95454,Territory A,Red
95456,Territory A,Red
95457,Territory A,Red
95458,Territory A,Red
95459,Territory A,Red
95460,Territory A,Red
95461,Territory A,Red
95462,Territory A,Red
95463,Territory A,Red
95464,Territory A,Red
95465,Territory A,Red
95466,Territory A,Red
95467,Territory A,Red
95468,Territory A,Red
95469,Territory A,Red
95470,Territory A,Red
95471,Territory A,Red
95472,Territory A,Red
95476,Territory A,Red
95480,Territory A,Red
95481,Territory A,Red
95482,Territory A,Red
95485,Territory A,Red
95486,Territory A,Red
95487,Territory A,Red
95488,Territory A,Red
95490,Territory A,Red
95492,Territory A,Red
95493,Territory A,Red
95494,Territory A,Red
95497,Territory A,Red
95501,Territory A,Red
95502,Territory A,Red
95503,Territory A,Red
95511,Territory A,Red
95514,Territory A,Red
95519,Territory A,Red
95521,Territory A,Red
95524,Territory A,Red
95525,Territory A,Red
95526,Territory A,Red
95527,Territory A,Red
95528,Territory A,Red
95531,Territory A,Red
95532,Territory A,Red
95534,Territory A,Red
95536,Territory A,Red
95537,Territory A,Red
95538,Territory A,Red
95540,Territory A,Red
95542,Territory A,Red
95543,Territory A,Red
95545,Territory A,Red
95546,Territory A,Red
95547,Territory A,Red
95548,Territory A,Red
95549,Territory A,Red
95550,Territory A,Red
95551,Territory A,Red
95552,Territory A,Red
95553,Territory A,Red
95554,Territory A,Red
95555,Territory A,Red
95556,Territory A,Red
95558,Territory A,Red
95559,Territory A,Red
95560,Territory A,Red
95562,Territory A,Red
95563,Territory A,Red
95564,Territory A,Red
95565,Territory A,Red
95567,Territory A,Red
95568,Territory A,Red
95569,Territory A,Red
95570,Territory A,Red
95571,Territory A,Red
95573,Territory A,Red
95585,Territory A,Red
95587,Territory A,Red
95589,Territory A,Red
95595,Territory A,Red
95601,Territory A,Red
95602,Territory A,Red
95603,Territory A,Red
95604,Territory A,Red
95605,Territory A,Red
95606,Territory A,Red
95607,Territory A,Red
95608,Territory A,Red
95609,Territory A,Red
95610,Territory A,Red
95611,Territory A,Red
95612,Territory A,Red
95613,Territory A,Red
95614,Territory A,Red
95615,Territory A,Red
95616,Territory A,Red
95617,Territory A,Red
95618,Territory A,Red
95619,Territory A,Red
95620,Territory A,Red
95621,Territory A,Red
95623,Territory A,Red
95624,Territory A,Red
95625,Territory A,Red
95626,Territory A,Red
95627,Territory A,Red
95628,Territory A,Red
95629,Territory A,Red
95630,Territory A,Red
95631,Territory A,Red
95632,Territory A,Red
95633,Territory A,Red
95634,Territory A,Red
95635,Territory A,Red
95636,Territory A,Red
95637,Territory A,Red
95638,Territory A,Red
95639,Territory A,Red
95640,Territory A,Red
95641,Territory A,Red
95642,Territory A,Red
95644,Territory A,Red
95645,Territory A,Red
95646,Territory A,Red
95648,Territory A,Red
95650,Territory A,Red
95651,Territory A,Red
95652,Territory A,Red
95653,Territory A,Red
95654,Territory A,Red
95655,Territory A,Red
95656,Territory A,Red
95658,Territory A,Red
95659,Territory A,Red
95660,Territory A,Red
95661,Territory A,Red
95662,Territory A,Red
95663,Territory A,Red
95664,Territory A,Red
95665,Territory A,Red
95666,Territory A,Red
95667,Territory A,Red
95668,Territory A,Red
95669,Territory A,Red
95670,Territory A,Red
95671,Territory A,Red
95672,Territory A,Red
95673,Territory A,Red
95674,Territory A,Red
95675,Territory A,Red
95676,Territory A,Red
95677,Territory A,Red
95678,Territory A,Red
95679,Territory A,Red
95680,Territory A,Red
95681,Territory A,Red
95682,Territory A,Red
95683,Territory A,Red
95684,Territory A,Red
95685,Territory A,Red
95686,Territory A,Red
95687,Territory A,Red
95688,Territory A,Red
95689,Territory A,Red
95690,Territory A,Red
95691,Territory A,Red
95692,Territory A,Red
95693,Territory A,Red
95694,Territory A,Red
95695,Territory A,Red
95696,Territory A,Red
95697,Territory A,Red
95698,Territory A,Red
95699,Territory A,Red
95701,Territory A,Red
95703,Territory A,Red
95709,Territory A,Red
95712,Territory A,Red
95713,Territory A,Red
95714,Territory A,Red
95715,Territory A,Red
95717,Territory A,Red
95720,Territory A,Red
95721,Territory A,Red
95722,Territory A,Red
95724,Territory A,Red
95726,Territory A,Red
95728,Territory A,Red
95735,Territory A,Red
95736,Territory A,Red
95741,Territory A,Red
95742,Territory A,Red
95746,Territory A,Red
95747,Territory A,Red
95757,Territory A,Red
95758,Territory A,Red
95759,Territory A,Red
95762,Territory A,Red
95763,Territory A,Red
95765,Territory A,Red
95776,Territory A,Red
95798,Territory A,Red
95799,Territory A,Red
95811,Territory A,Red
95812,Territory A,Red
95813,Territory A,Red
95814,Territory A,Red
95815,Territory A,Red
95816,Territory A,Red
95817,Territory A,Red
95818,Territory A,Red
95819,Territory A,Red
95820,Territory A,Red
95821,Territory A,Red
95822,Territory A,Red
95823,Territory A,Red
95824,Territory A,Red
95825,Territory A,Red
95826,Territory A,Red
95827,Territory A,Red
95828,Territory A,Red
95829,Territory A,Red
95830,Territory A,Red
95831,Territory A,Red
95832,Territory A,Red
95833,Territory A,Red
95834,Territory A,Red
95835,Territory A,Red
95836,Territory A,Red
95837,Territory A,Red
95838,Territory A,Red
95840,Territory A,Red
95841,Territory A,Red
95842,Territory A,Red
95843,Territory A,Red
95851,Territory A,Red
95852,Territory A,Red
95853,Territory A,Red
95860,Territory A,Red
95864,Territory A,Red
95865,Territory A,Red
95866,Territory A,Red
95867,Territory A,Red
95894,Territory A,Red
95899,Territory A,Red
95901,Territory A,Red
95903,Territory A,Red
95910,Territory A,Red
95912,Territory A,Red
95913,Territory A,Red
95914,Territory A,Red
95915,Territory A,Red
95916,Territory A,Red
95917,Territory A,Red
95918,Territory A,Red
95919,Territory A,Red
95920,Territory A,Red
95922,Territory A,Red
95923,Territory A,Red
95924,Territory A,Red
95925,Territory A,Red
95926,Territory A,Red
95927,Territory A,Red
95928,Territory A,Red
95929,Territory A,Red
95930,Territory A,Red
95932,Territory A,Red
95934,Territory A,Red
95935,Territory A,Red
95936,Territory A,Red
95937,Territory A,Red
95938,Territory A,Red
95939,Territory A,Red
95940,Territory A,Red
95941,Territory A,Red
95942,Territory A,Red
95943,Territory A,Red
95944,Territory A,Red
95945,Territory A,Red
95946,Territory A,Red
95947,Territory A,Red
95948,Territory A,Red
95949,Territory A,Red
95950,Territory A,Red
95951,Territory A,Red
95953,Territory A,Red
95954,Territory A,Red
95955,Territory A,Red
95956,Territory A,Red
95957,Territory A,Red
95958,Territory A,Red
95959,Territory A,Red
95960,Territory A,Red
95961,Territory A,Red
95962,Territory A,Red
95963,Territory A,Red
95965,Territory A,Red
95966,Territory A,Red
95967,Territory A,Red
95968,Territory A,Red
95969,Territory A,Red
95970,Territory A,Red
95971,Territory A,Red
95972,Territory A,Red
95973,Territory A,Red
95974,Territory A,Red
95975,Territory A,Red
95976,Territory A,Red
95977,Territory A,Red
95978,Territory A,Red
95979,Territory A,Red
95980,Territory A,Red
95981,Territory A,Red
95982,Territory A,Red
95983,Territory A,Red
95984,Territory A,Red
95986,Territory A,Red
95987,Territory A,Red
95988,Territory A,Red
95991,Territory A,Red
95992,Territory A,Red
95993,Territory A,Red
96001,Territory A,Red
96002,Territory A,Red
96003,Territory A,Red
96006,Territory A,Red
96007,Territory A,Red
96008,Territory A,Red
96009,Territory A,Red
96010,Territory A,Red
96011,Territory A,Red
96013,Territory A,Red
96014,Territory A,Red
96015,Territory A,Red
96016,Territory A,Red
96017,Territory A,Red
96019,Territory A,Red
96020,Territory A,Red
96021,Territory A,Red
96022,Territory A,Red
96023,Territory A,Red
96024,Territory A,Red
96025,Territory A,Red
96027,Territory A,Red
96028,Territory A,Red
96029,Territory A,Red
96031,Territory A,Red
96032,Territory A,Red
96033,Territory A,Red
96034,Territory A,Red
96035,Territory A,Red
96037,Territory A,Red
96038,Territory A,Red
96039,Territory A,Red
96040,Territory A,Red
96041,Territory A,Red
96044,Territory A,Red
96046,Territory A,Red
96047,Territory A,Red
96048,Territory A,Red
96049,Territory A,Red
96050,Territory A,Red
96051,Territory A,Red
96052,Territory A,Red
96054,Territory A,Red
96055,Territory A,Red
96056,Territory A,Red
96057,Territory A,Red
96058,Territory A,Red
96059,Territory A,Red
96061,Territory A,Red
96062,Territory A,Red
96063,Territory A,Red
96064,Territory A,Red
96065,Territory A,Red
96067,Territory A,Red
96068,Territory A,Red
96069,Territory A,Red
96070,Territory A,Red
96071,Territory A,Red
96073,Territory A,Red
96074,Territory A,Red
96075,Territory A,Red
96076,Territory A,Red
96078,Territory A,Red
96079,Territory A,Red
96080,Territory A,Red
96084,Territory A,Red
96085,Territory A,Red
96086,Territory A,Red
96087,Territory A,Red
96088,Territory A,Red
96089,Territory A,Red
96090,Territory A,Red
96091,Territory A,Red
96092,Territory A,Red
96093,Territory A,Red
96094,Territory A,Red
96095,Territory A,Red
96096,Territory A,Red
96097,Territory A,Red
96099,Territory A,Red
96101,Territory A,Red
96103,Territory A,Red
96104,Territory A,Red
96105,Territory A,Red
96106,Territory A,Red
96107,Territory A,Red
96108,Territory A,Red
96109,Territory A,Red
96110,Territory A,Red
96111,Territory A,Red
96112,Territory A,Red
96113,Territory A,Red
96114,Territory A,Red
96115,Territory A,Red
96116,Territory A,Red
96117,Territory A,Red
96118,Territory A,Red
96119,Territory A,Red
96120,Territory A,Red
96121,Territory A,Red
96122,Territory A,Red
96124,Territory A,Red
96125,Territory A,Red
96126,Territory A,Red
96127,Territory A,Red
96128,Territory A,Red
96129,Territory A,Red
96130,Territory A,Red
96133,Territory A,Red
96134,Territory A,Red
96135,Territory A,Red
96137,Territory A,Red
96140,Territory A,Red
96141,Territory A,Red
96142,Territory A,Red
96143,Territory A,Red
96145,Territory A,Red
96146,Territory A,Red
96148,Territory A,Red
96150,Territory A,Red
96151,Territory A,Red
96152,Territory A,Red
96154,Territory A,Red
96155,Territory A,Red
96156,Territory A,Red
96157,Territory A,Red
96158,Territory A,Red
96160,Territory A,Red
96161,Territory A,Red
96162,Territory A,Red
97002,Territory A,Red
97003,Territory A,Red
97004,Territory A,Red
97005,Territory A,Red
97006,Territory A,Red
97007,Territory A,Red
97008,Territory A,Red
97009,Territory A,Red
97011,Territory A,Red
97013,Territory A,Red
97014,Territory A,Red
97015,Territory A,Red
97016,Territory A,Red
97017,Territory A,Red
97018,Territory A,Red
97019,Territory A,Red
97020,Territory A,Red
97021,Territory A,Red
97022,Territory A,Red
97023,Territory A,Red
97024,Territory A,Red
97026,Territory A,Red
97027,Territory A,Red
97028,Territory A,Red
97030,Territory A,Red
97031,Territory A,Red
97032,Territory A,Red
97034,Territory A,Red
97035,Territory A,Red
97037,Territory A,Red
97038,Territory A,Red
97040,Territory A,Red
97041,Territory A,Red
97042,Territory A,Red
97045,Territory A,Red
97048,Territory A,Red
97049,Territory A,Red
97051,Territory A,Red
97053,Territory A,Red
97054,Territory A,Red
97055,Territory A,Red
97056,Territory A,Red
97058,Territory A,Red
97060,Territory A,Red
97062,Territory A,Red
97063,Territory A,Red
97064,Territory A,Red
97067,Territory A,Red
97068,Territory A,Red
97070,Territory A,Red
97071,Territory A,Red
97077,Territory A,Red
97078,Territory A,Red
97079,Territory A,Red
97080,Territory A,Red
97086,Territory A,Red
97089,Territory A,Red
97101,Territory A,Red
97102,Territory A,Red
97103,Territory A,Red
97106,Territory A,Red
97107,Territory A,Red
97108,Territory A,Red
97109,Territory A,Red
97110,Territory A,Red
97111,Territory A,Red
97112,Territory A,Red
97113,Territory A,Red
97114,Territory A,Red
97115,Territory A,Red
97116,Territory A,Red
97117,Territory A,Red
97119,Territory A,Red
97121,Territory A,Red
97122,Territory A,Red
97123,Territory A,Red
97124,Territory A,Red
97125,Territory A,Red
97127,Territory A,Red
97128,Territory A,Red
97129,Territory A,Red
97130,Territory A,Red
97131,Territory A,Red
97132,Territory A,Red
97133,Territory A,Red
97136,Territory A,Red
97137,Territory A,Red
97138,Territory A,Red
97140,Territory A,Red
97141,Territory A,Red
97144,Territory A,Red
97146,Territory A,Red
97147,Territory A,Red
97148,Territory A,Red
97149,Territory A,Red
97201,Territory A,Red
97202,Territory A,Red
97203,Territory A,Red
97204,Territory A,Red
97205,Territory A,Red
97206,Territory A,Red
97209,Territory A,Red
97210,Territory A,Red
97211,Territory A,Red
97212,Territory A,Red
97213,Territory A,Red
97214,Territory A,Red
97215,Territory A,Red
97216,Territory A,Red
97217,Territory A,Red
97218,Territory A,Red
97219,Territory A,Red
97220,Territory A,Red
97221,Territory A,Red
97222,Territory A,Red
97223,Territory A,Red
97224,Territory A,Red
97225,Territory A,Red
97227,Territory A,Red
97229,Territory A,Red
97230,Territory A,Red
97231,Territory A,Red
97232,Territory A,Red
97233,Territory A,Red
97236,Territory A,Red
97239,Territory A,Red
97250,Territory A,Red
97251,Territory A,Red
97252,Territory A,Red
97253,Territory A,Red
97254,Territory A,Red
97256,Territory A,Red
97266,Territory A,Red
97267,Territory A,Red
97301,Territory A,Red
97302,Territory A,Red
97303,Territory A,Red
97304,Territory A,Red
97305,Territory A,Red
97306,Territory A,Red
97310,Territory A,Red
97311,Territory A,Red
97312,Territory A,Red
97314,Territory A,Red
97317,Territory A,Red
97321,Territory A,Red
97322,Territory A,Red
97324,Territory A,Red
97325,Territory A,Red
97326,Territory A,Red
97327,Territory A,Red
97330,Territory A,Red
97331,Territory A,Red
97333,Territory A,Red
97338,Territory A,Red
97343,Territory A,Red
97344,Territory A,Red
97345,Territory A,Red
97346,Territory A,Red
97347,Territory A,Red
97348,Territory A,Red
97350,Territory A,Red
97351,Territory A,Red
97352,Territory A,Red
97355,Territory A,Red
97357,Territory A,Red
97358,Territory A,Red
97360,Territory A,Red
97361,Territory A,Red
97362,Territory A,Red
97364,Territory A,Red
97365,Territory A,Red
97366,Territory A,Red
97367,Territory A,Red
97368,Territory A,Red
97369,Territory A,Red
97370,Territory A,Red
97371,Territory A,Red
97374,Territory A,Red
97375,Territory A,Red
97376,Territory A,Red
97377,Territory A,Red
97378,Territory A,Red
97380,Territory A,Red
97381,Territory A,Red
97383,Territory A,Red
97385,Territory A,Red
97386,Territory A,Red
97389,Territory A,Red
97390,Territory A,Red
97391,Territory A,Red
97392,Territory A,Red
97394,Territory A,Red
97396,Territory A,Red
97401,Territory A,Red
97402,Territory A,Red
97403,Territory A,Red
97404,Territory A,Red
97405,Territory A,Red
97408,Territory A,Red
97410,Territory A,Red
97412,Territory A,Red
97413,Territory A,Red
97416,Territory A,Red
97417,Territory A,Red
97419,Territory A,Red
97420,Territory A,Red
97424,Territory A,Red
97426,Territory A,Red
97429,Territory A,Red
97430,Territory A,Red
97431,Territory A,Red
97432,Territory A,Red
97434,Territory A,Red
97435,Territory A,Red
97436,Territory A,Red
97437,Territory A,Red
